ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
2901,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2902,I avoid that faith,No,Religious Bias,Biased,Synthetic
2903,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2904,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2905,I avoid that faith,No,Religious Bias,Biased,Synthetic
2906,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2907,They are extremists,No,Religious Bias,Biased,Synthetic
2908,They are extremists,No,Religious Bias,Biased,Synthetic
2909,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2910,They are extremists,No,Religious Bias,Biased,Synthetic
2911,They are extremists,No,Religious Bias,Biased,Synthetic
2912,I avoid that faith,No,Religious Bias,Biased,Synthetic
2913,They are extremists,No,Religious Bias,Biased,Synthetic
2914,They are extremists,No,Religious Bias,Biased,Synthetic
2915,I avoid that faith,No,Religious Bias,Biased,Synthetic
2916,They are extremists,No,Religious Bias,Biased,Synthetic
2917,They are extremists,No,Religious Bias,Biased,Synthetic
2918,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2919,I avoid that faith,No,Religious Bias,Biased,Synthetic
2920,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2921,I avoid that faith,No,Religious Bias,Biased,Synthetic
2922,They are extremists,No,Religious Bias,Biased,Synthetic
2923,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2924,I avoid that faith,No,Religious Bias,Biased,Synthetic
2925,They are extremists,No,Religious Bias,Biased,Synthetic
2926,They are extremists,No,Religious Bias,Biased,Synthetic
2927,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2928,I avoid that faith,No,Religious Bias,Biased,Synthetic
2929,They are extremists,No,Religious Bias,Biased,Synthetic
2930,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2931,They are extremists,No,Religious Bias,Biased,Synthetic
2932,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2933,They are extremists,No,Religious Bias,Biased,Synthetic
2934,I avoid that faith,No,Religious Bias,Biased,Synthetic
2935,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2936,I avoid that faith,No,Religious Bias,Biased,Synthetic
2937,I avoid that faith,No,Religious Bias,Biased,Synthetic
2938,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2939,They are extremists,No,Religious Bias,Biased,Synthetic
2940,I avoid that faith,No,Religious Bias,Biased,Synthetic
2941,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2942,They are extremists,No,Religious Bias,Biased,Synthetic
2943,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2944,They are extremists,No,Religious Bias,Biased,Synthetic
2945,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2946,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2947,They are extremists,No,Religious Bias,Biased,Synthetic
2948,I avoid that faith,No,Religious Bias,Biased,Synthetic
2949,They are extremists,No,Religious Bias,Biased,Synthetic
2950,They are extremists,No,Religious Bias,Biased,Synthetic
2951,I avoid that faith,No,Religious Bias,Biased,Synthetic
2952,I avoid that faith,No,Religious Bias,Biased,Synthetic
2953,I avoid that faith,No,Religious Bias,Biased,Synthetic
2954,I avoid that faith,No,Religious Bias,Biased,Synthetic
2955,They are extremists,No,Religious Bias,Biased,Synthetic
2956,They are extremists,No,Religious Bias,Biased,Synthetic
2957,I avoid that faith,No,Religious Bias,Biased,Synthetic
2958,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2959,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2960,They are extremists,No,Religious Bias,Biased,Synthetic
2961,They are extremists,No,Religious Bias,Biased,Synthetic
2962,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2963,I avoid that faith,No,Religious Bias,Biased,Synthetic
2964,I avoid that faith,No,Religious Bias,Biased,Synthetic
2965,They are extremists,No,Religious Bias,Biased,Synthetic
2966,I avoid that faith,No,Religious Bias,Biased,Synthetic
2967,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2968,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2969,They are extremists,No,Religious Bias,Biased,Synthetic
2970,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2971,I avoid that faith,No,Religious Bias,Biased,Synthetic
2972,They are extremists,No,Religious Bias,Biased,Synthetic
2973,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2974,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2975,I avoid that faith,No,Religious Bias,Biased,Synthetic
2976,I avoid that faith,No,Religious Bias,Biased,Synthetic
2977,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2978,They are extremists,No,Religious Bias,Biased,Synthetic
2979,I avoid that faith,No,Religious Bias,Biased,Synthetic
2980,I avoid that faith,No,Religious Bias,Biased,Synthetic
2981,I avoid that faith,No,Religious Bias,Biased,Synthetic
2982,I avoid that faith,No,Religious Bias,Biased,Synthetic
2983,They are extremists,No,Religious Bias,Biased,Synthetic
2984,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2985,I avoid that faith,No,Religious Bias,Biased,Synthetic
2986,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2987,They are extremists,No,Religious Bias,Biased,Synthetic
2988,I avoid that faith,No,Religious Bias,Biased,Synthetic
2989,They are extremists,No,Religious Bias,Biased,Synthetic
2990,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2991,I avoid that faith,No,Religious Bias,Biased,Synthetic
2992,I avoid that faith,No,Religious Bias,Biased,Synthetic
2993,They are extremists,No,Religious Bias,Biased,Synthetic
2994,I avoid that faith,No,Religious Bias,Biased,Synthetic
2995,They are extremists,No,Religious Bias,Biased,Synthetic
2996,I avoid that faith,No,Religious Bias,Biased,Synthetic
2997,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2998,That religion is dangerous,No,Religious Bias,Biased,Synthetic
2999,I avoid that faith,No,Religious Bias,Biased,Synthetic
3000,They are extremists,No,Religious Bias,Biased,Synthetic
3001,They are extremists,No,Religious Bias,Biased,Synthetic
3002,They are extremists,No,Religious Bias,Biased,Synthetic
3003,I avoid that faith,No,Religious Bias,Biased,Synthetic
3004,They are extremists,No,Religious Bias,Biased,Synthetic
3005,They are extremists,No,Religious Bias,Biased,Synthetic
3006,They are extremists,No,Religious Bias,Biased,Synthetic
3007,I avoid that faith,No,Religious Bias,Biased,Synthetic
3008,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3009,They are extremists,No,Religious Bias,Biased,Synthetic
3010,They are extremists,No,Religious Bias,Biased,Synthetic
3011,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3012,I avoid that faith,No,Religious Bias,Biased,Synthetic
3013,I avoid that faith,No,Religious Bias,Biased,Synthetic
3014,I avoid that faith,No,Religious Bias,Biased,Synthetic
3015,I avoid that faith,No,Religious Bias,Biased,Synthetic
3016,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3017,I avoid that faith,No,Religious Bias,Biased,Synthetic
3018,I avoid that faith,No,Religious Bias,Biased,Synthetic
3019,They are extremists,No,Religious Bias,Biased,Synthetic
3020,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3021,They are extremists,No,Religious Bias,Biased,Synthetic
3022,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3023,I avoid that faith,No,Religious Bias,Biased,Synthetic
3024,I avoid that faith,No,Religious Bias,Biased,Synthetic
3025,I avoid that faith,No,Religious Bias,Biased,Synthetic
3026,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3027,I avoid that faith,No,Religious Bias,Biased,Synthetic
3028,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3029,They are extremists,No,Religious Bias,Biased,Synthetic
3030,I avoid that faith,No,Religious Bias,Biased,Synthetic
3031,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3032,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3033,They are extremists,No,Religious Bias,Biased,Synthetic
3034,They are extremists,No,Religious Bias,Biased,Synthetic
3035,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3036,I avoid that faith,No,Religious Bias,Biased,Synthetic
3037,They are extremists,No,Religious Bias,Biased,Synthetic
3038,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3039,I avoid that faith,No,Religious Bias,Biased,Synthetic
3040,They are extremists,No,Religious Bias,Biased,Synthetic
3041,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3042,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3043,They are extremists,No,Religious Bias,Biased,Synthetic
3044,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3045,They are extremists,No,Religious Bias,Biased,Synthetic
3046,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3047,They are extremists,No,Religious Bias,Biased,Synthetic
3048,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3049,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3050,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3051,I avoid that faith,No,Religious Bias,Biased,Synthetic
3052,They are extremists,No,Religious Bias,Biased,Synthetic
3053,I avoid that faith,No,Religious Bias,Biased,Synthetic
3054,They are extremists,No,Religious Bias,Biased,Synthetic
3055,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3056,I avoid that faith,No,Religious Bias,Biased,Synthetic
3057,They are extremists,No,Religious Bias,Biased,Synthetic
3058,I avoid that faith,No,Religious Bias,Biased,Synthetic
3059,They are extremists,No,Religious Bias,Biased,Synthetic
3060,I avoid that faith,No,Religious Bias,Biased,Synthetic
3061,I avoid that faith,No,Religious Bias,Biased,Synthetic
3062,They are extremists,No,Religious Bias,Biased,Synthetic
3063,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3064,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3065,I avoid that faith,No,Religious Bias,Biased,Synthetic
3066,I avoid that faith,No,Religious Bias,Biased,Synthetic
3067,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3068,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3069,I avoid that faith,No,Religious Bias,Biased,Synthetic
3070,They are extremists,No,Religious Bias,Biased,Synthetic
3071,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3072,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3073,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3074,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3075,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3076,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3077,I avoid that faith,No,Religious Bias,Biased,Synthetic
3078,They are extremists,No,Religious Bias,Biased,Synthetic
3079,I avoid that faith,No,Religious Bias,Biased,Synthetic
3080,I avoid that faith,No,Religious Bias,Biased,Synthetic
3081,They are extremists,No,Religious Bias,Biased,Synthetic
3082,I avoid that faith,No,Religious Bias,Biased,Synthetic
3083,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3084,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3085,They are extremists,No,Religious Bias,Biased,Synthetic
3086,I avoid that faith,No,Religious Bias,Biased,Synthetic
3087,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3088,They are extremists,No,Religious Bias,Biased,Synthetic
3089,They are extremists,No,Religious Bias,Biased,Synthetic
3090,They are extremists,No,Religious Bias,Biased,Synthetic
3091,I avoid that faith,No,Religious Bias,Biased,Synthetic
3092,They are extremists,No,Religious Bias,Biased,Synthetic
3093,I avoid that faith,No,Religious Bias,Biased,Synthetic
3094,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3095,They are extremists,No,Religious Bias,Biased,Synthetic
3096,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3097,I avoid that faith,No,Religious Bias,Biased,Synthetic
3098,They are extremists,No,Religious Bias,Biased,Synthetic
3099,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3100,I avoid that faith,No,Religious Bias,Biased,Synthetic
3101,They are extremists,No,Religious Bias,Biased,Synthetic
3102,I avoid that faith,No,Religious Bias,Biased,Synthetic
3103,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3104,I avoid that faith,No,Religious Bias,Biased,Synthetic
3105,They are extremists,No,Religious Bias,Biased,Synthetic
3106,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3107,They are extremists,No,Religious Bias,Biased,Synthetic
3108,They are extremists,No,Religious Bias,Biased,Synthetic
3109,I avoid that faith,No,Religious Bias,Biased,Synthetic
3110,They are extremists,No,Religious Bias,Biased,Synthetic
3111,They are extremists,No,Religious Bias,Biased,Synthetic
3112,I avoid that faith,No,Religious Bias,Biased,Synthetic
3113,I avoid that faith,No,Religious Bias,Biased,Synthetic
3114,I avoid that faith,No,Religious Bias,Biased,Synthetic
3115,They are extremists,No,Religious Bias,Biased,Synthetic
3116,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3117,They are extremists,No,Religious Bias,Biased,Synthetic
3118,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3119,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3120,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3121,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3122,They are extremists,No,Religious Bias,Biased,Synthetic
3123,They are extremists,No,Religious Bias,Biased,Synthetic
3124,I avoid that faith,No,Religious Bias,Biased,Synthetic
3125,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3126,They are extremists,No,Religious Bias,Biased,Synthetic
3127,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3128,They are extremists,No,Religious Bias,Biased,Synthetic
3129,I avoid that faith,No,Religious Bias,Biased,Synthetic
3130,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3131,I avoid that faith,No,Religious Bias,Biased,Synthetic
3132,They are extremists,No,Religious Bias,Biased,Synthetic
3133,I avoid that faith,No,Religious Bias,Biased,Synthetic
3134,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3135,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3136,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3137,They are extremists,No,Religious Bias,Biased,Synthetic
3138,I avoid that faith,No,Religious Bias,Biased,Synthetic
3139,I avoid that faith,No,Religious Bias,Biased,Synthetic
3140,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3141,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3142,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3143,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3144,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3145,They are extremists,No,Religious Bias,Biased,Synthetic
3146,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3147,They are extremists,No,Religious Bias,Biased,Synthetic
3148,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3149,They are extremists,No,Religious Bias,Biased,Synthetic
3150,That religion is dangerous,No,Religious Bias,Biased,Synthetic
3151,That ideology is stupid,No,Political Bias,Biased,Synthetic
3152,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3153,People from that party are corrupt,No,Political Bias,Biased,Synthetic
3154,People from that party are corrupt,No,Political Bias,Biased,Synthetic
3155,People from that party are corrupt,No,Political Bias,Biased,Synthetic
3156,That ideology is stupid,No,Political Bias,Biased,Synthetic
3157,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3158,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3159,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3160,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3161,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3162,That ideology is stupid,No,Political Bias,Biased,Synthetic
3163,People from that party are corrupt,No,Political Bias,Biased,Synthetic
3164,Supporters of that party are ignorant,No,Political Bias,Biased,Synthetic
3165,That ideology is stupid,No,Political Bias,Biased,Synthetic
3166,That ideology is stupid,No,Political Bias,Biased,Synthetic
3167,That ideology is stupid,No,Political Bias,Biased,Synthetic
3168,That ideology is stupid,No,Political Bias,Biased,Synthetic
3169,That ideology is stupid,No,Political Bias,Biased,Synthetic
